  0.0000E+00  0.2540E+03  0.7000E+01  0.0000E+00  
  0.4565E+00  0.2000E+03  0.2000E+02  0.4100E+02
  0.1011E+01  0.1500E+03  0.3000E+02  0.8100E+02
  0.1467E+01  0.1200E+03  0.2000E+02  0.1210E+03
  0.2022E+01  0.1000E+03  0.1000E+02  0.1510E+03
  0.2478E+01  0.9000E+02  0.5000E+01  0.1660E+03
  0.3000E+01  0.8500E+02  0.0000E+00  0.1760E+03
